Prel	liquid_fraction
0.561886	-0.0347991
0.562208	-0.0347254
0.562561	-0.0346467
0.56309	-0.0345688
0.563475	-0.0344898
0.563966	-0.0344131
0.564298	-0.0343345
0.564764	-0.0342565
0.565142	-0.0341773
0.565478	-0.0340937
0.566025	-0.0340124
0.566375	-0.0339297
0.566844	-0.0338485
0.567127	-0.0337625
0.567642	-0.0336775
0.567992	-0.0335901
0.568539	-0.0335067
0.568885	-0.0334234
0.569263	-0.0333388
0.569839	-0.0332601
0.570097	-0.0331792
0.57057	-0.0330994
0.571029	-0.0330224
0.571294	-0.032941
0.571774	-0.0328594
0.572131	-0.0327751
0.572657	-0.0326935
0.573028	-0.0326122
0.573416	-0.0325303
0.573642	-0.0324399
0.574168	-0.032348
0.574603	-0.0322558
0.57503	-0.0321639
0.575489	-0.0320746
0.575849	-0.0319851
0.576238	-0.0318947
0.576768	-0.031809
0.577039	-0.0317209
0.57746	-0.0316317
0.57788	-0.0315421
0.578297	-0.0314526
0.578731	-0.0313642
0.579119	-0.0312761
0.579339	-0.03118
0.579886	-0.031084
0.580317	-0.0309889
0.580691	-0.0308932
0.581147	-0.0307992
0.581404	-0.0307003
0.581821	-0.0305983
0.582428	-0.0305026
0.58276	-0.0304085
0.583223	-0.0303184
0.583375	-0.0302206
0.584028	-0.030128
0.584258	-0.0300316
0.584597	-0.0299297
0.585179	-0.0298314
0.585398	-0.0297277
0.586098	-0.029633
0.586306	-0.0295366
0.586747	-0.0294411
0.587041	-0.0293416
0.587531	-0.0292366
0.588202	-0.029145
0.588347	-0.0290529
0.58876	-0.0289614
0.589188	-0.0288715
0.589594	-0.0287833
0.589869	-0.0286909
0.590424	-0.0286021
0.59077	-0.0285136
0.591087	-0.028422
0.59166	-0.0283354
0.591949	-0.0282479
0.592172	-0.0281522
0.592758	-0.0280584
0.593277	-0.027971
0.59374	-0.0278913
0.593987	-0.0278112
0.594393	-0.0277314
0.594728	-0.0276492
0.595329	-0.0275738
0.595403	-0.0274895
0.595911	-0.0274034
0.596247	-0.0273129
0.59689	-0.0272297
0.597179	-0.0271471
0.597776	-0.027074
0.597974	-0.0269995
0.598345	-0.0269233
0.598828	-0.0268492
0.599273	-0.0267789
0.599602	-0.0267085
0.599951	-0.0266361
0.6004	-0.0265644
0.600718	-0.0264896
0.601134	-0.0264135
0.60136	-0.0263288
0.602042	-0.02625
0.60236	-0.026172
0.602858	-0.0260993
0.603207	-0.0260287
0.603702	-0.0259641
0.603995	-0.0258999
0.604422	-0.0258375
